ensgid,gene_name,Subsystem,category.HPA,tissues.HPA,category.GTEx,tissues.GTEx,fpkm.HPA.adrenal,fpkm.HPA.appendices,fpkm.HPA.bonemarrow,fpkm.HPA.brain,fpkm.HPA.colon,fpkm.HPA.duodenum,fpkm.HPA.endometrium,fpkm.HPA.esophagus,fpkm.HPA.fallopiantube,fpkm.HPA.fat,fpkm.HPA.gallbladder,fpkm.HPA.heart,fpkm.HPA.kidney,fpkm.HPA.liver,fpkm.HPA.lung,fpkm.HPA.lymphnode,fpkm.HPA.ovary,fpkm.HPA.pancreas,fpkm.HPA.placenta,fpkm.HPA.prostate,fpkm.HPA.rectum,fpkm.HPA.salivarygland,fpkm.HPA.skeletalmuscle,fpkm.HPA.skin,fpkm.HPA.smallintestine,fpkm.HPA.smoothmuscle,fpkm.HPA.spleen,fpkm.HPA.stomach,fpkm.HPA.testis,fpkm.HPA.thyroid,fpkm.HPA.tonsil,fpkm.HPA.urinarybladder,fpkm.GTEx.adipose,fpkm.GTEx.adrenal,fpkm.GTEx.artery,fpkm.GTEx.bladder,fpkm.GTEx.blood,fpkm.GTEx.brain.cerebellum,fpkm.GTEx.brain.cerebrum,fpkm.GTEx.breast,fpkm.GTEx.cervix,fpkm.GTEx.colon,fpkm.GTEx.esophagus,fpkm.GTEx.fallopiantube,fpkm.GTEx.heart,fpkm.GTEx.kidney,fpkm.GTEx.liver,fpkm.GTEx.lung,fpkm.GTEx.nerve,fpkm.GTEx.ovary,fpkm.GTEx.pancreas,fpkm.GTEx.pituitary,fpkm.GTEx.prostate,fpkm.GTEx.skeletalmuscle,fpkm.GTEx.skin,fpkm.GTEx.smallintestine,fpkm.GTEx.spleen,fpkm.GTEx.stomach,fpkm.GTEx.testis,fpkm.GTEx.thyroid,fpkm.GTEx.uterus,fpkm.GTEx.vagina,geneID
ENSG00000124155,PIGT,GPI biosynthesis,Expressed in all,,Expressed in all,,36.1,36.3,46.25,28.03,63.17,42.58,48.34,35.27,66.95,40.93,55.08,67.28,25.73,15.35,43.16,29.16,42.29,15.67,46.78,38.42,67.7,23.43,11.51,30.78,45.64,60.49,31.2,48.59,46.6,60.4,27.88,60.44,51.03,54.29,68.39,53.13,21.34,21.22,20.75,55.82,57.66,61.42,24.83,62.42,59.13,32.12,21.61,45.63,44.76,46.31,29.31,49.01,40.9,30.18,43.15,52.21,41.68,50.48,50.92,46.03,66.42,54.6,51604
ENSG00000068912,ERLEC1,Protein folding,Expressed in all,,Expressed in all,,44.69,29.09,16.54,38.64,38.08,28.84,39.45,21.94,38.46,28,40.76,24.42,29.01,15.74,36.38,27.88,31.61,14.74,40.36,59.79,42.78,25.67,8.2,11.71,26.97,33.2,24.78,39.58,44.17,65.64,34.74,50.58,23.84,31.64,28.79,21.25,5.02,16.63,23.42,26.61,30.72,21.54,13.36,26.24,15.99,13.44,16.14,29.58,24.16,23.53,28.59,55.5,27.4,11.73,14.55,20.24,22.7,21.47,30.54,32.03,25.53,22.53,27248
ENSG00000132002,DNAJB1,Protein folding,Expressed in all,,Expressed in all,,186.53,38.41,78.22,49.31,45.44,26.5,35.77,213.56,77.86,60,186.27,23.85,48.98,52.8,56.79,36.99,62.56,10.56,157.47,51.39,38.57,31.53,12.32,65.37,24.51,43.95,26.3,42.59,139.77,55.46,60.47,67.3,47.06,89.31,31.9,41.5,201.76,327.46,87.58,35.28,29.97,43.88,214.51,51.65,39.74,57.35,75.3,107.42,33.52,55.81,20.38,88.48,47.96,10.58,56.78,34.12,39.37,67.97,117.46,49.69,44.44,98.37,3337
ENSG00000116584,ARHGEF2,Trafficking regulation,Expressed in all,,Expressed in all,,7.08,31.55,31.11,36.95,20.72,12.4,21.48,14.18,26.36,21.92,27.34,15.06,7.17,2.37,59.46,37.72,14.5,1.84,26.83,10.07,20.78,8.6,4.29,5.37,17.44,24.52,42.42,24.75,14.28,24.96,25.22,25.23,15.21,3.86,18.38,10.14,22.15,24.49,13.78,13.8,13.12,16.2,6.64,13.46,7.1,6.97,2.26,26.98,19.96,9.04,2.86,4.65,10.19,2.89,5.52,14.74,23.41,10.24,14.75,16.23,15.49,11.82,9181
ENSG00000149182,ARFGAP2,Trafficking regulation,Expressed in all,,Expressed in all,,28.08,28.62,28.52,33.55,27.89,26.63,31.21,40.37,48.79,23.43,29.35,23.77,23.43,15.14,35.44,37.25,33.46,12.17,30.47,33.05,29.45,25.57,21.92,49.81,25.24,29.68,30.43,27.96,24.78,42.5,36.63,31.63,20.91,25.77,20.28,23.76,14.09,33.26,16.77,25,22.82,23.02,22.38,23.88,16.53,16.95,14.96,22.25,28.07,25.16,18.75,18.79,24.1,28.27,33.76,23.91,25.97,24.28,20.98,23.76,25.28,21.08,84364
ENSG00000104946,TBC1D17,Trafficking regulation,Expressed in all,,Expressed in all,,9.63,4.68,2.3,14.41,5.9,8.1,12.72,8.66,14.12,12.27,7.6,9.7,7.17,3.28,11.99,6.19,17.25,5.19,10.94,10.39,3.76,11.05,22.12,13.12,7.78,8.64,9.35,8.03,5.39,12.02,4.34,7.74,31.39,35.39,31.72,40.34,16.13,46,26.68,38.76,40.73,24.18,18.81,32.58,19.82,25.8,24.83,28.74,43.94,48.2,24.25,43.14,41.33,45.07,44.54,30.92,35.42,28.8,19.1,44.4,44.27,33.67,79735
ENSG00000064601,CTSA,Golgi glycosylation,Expressed in all,,Expressed in all,,148.51,69.5,49.28,28.61,141.55,72.98,34.17,50.61,37.14,57.46,90.05,47.23,128.62,34.02,67.27,53.43,41.63,9.07,69.95,30.3,145.73,19.43,10.67,62.96,74.83,57.69,63.99,49.96,38.29,35.4,51.7,82.16,73.23,389.72,64.21,70,117.4,36.03,26.15,50.7,51.44,173.08,43.33,44.22,53.3,155.28,44.99,92.42,50.28,66.54,30.21,40.76,38.58,23.9,74.36,99.6,112.8,54.77,35.33,47.38,48.82,51.56,5476
ENSG00000086062,B4GALT1,Golgi glycosylation,Expressed in all,,Expressed in all,,30.63,39.88,41.65,3.24,35,16.97,35.16,39.56,45.97,37.6,48.37,15.39,33.29,38.31,37.39,29.04,23.32,9.78,42.97,30.65,30.71,21.33,4.23,14.3,16.75,48.95,35.35,39.1,42.25,58.7,37.08,46.91,31.24,25.05,28.19,22.49,24.74,6.54,2.06,35.41,31.18,22.25,27.17,44.26,19.92,20.81,35.72,35.12,26.33,54.33,15.86,14.81,33.12,12.09,25.17,19.33,28.51,26.18,30.74,42.21,20.76,27.53,2683
ENSG00000124222,STX16,Post-Golgi trafficking,Expressed in all,,Expressed in all,,26.49,32.33,29.08,22.44,17.19,20.22,37.86,17.19,29.56,22.02,25.64,12.31,14.17,6.27,27.23,40.66,30.44,4.77,21.38,25.5,23.22,18.7,8.62,41.32,24.71,25.25,37.3,20.83,26.61,21.4,28.39,20.88,34.42,37.05,34.71,45.28,39.4,57.45,34.06,54.5,51.43,32.78,29.36,51.05,19.65,28.58,21.19,39.39,61.74,52.08,24.97,76.12,56.53,15.1,37.11,46.9,64.04,33.11,43.83,48.18,51.94,46.87,8675
ENSG00000109113,RAB34,Post-Golgi trafficking,Expressed in all,,Expressed in all,,51.3,21.81,11.07,7.57,17.26,9.44,75.79,26.6,71.17,22.12,53.85,17.59,28.13,2.9,31.53,22.05,84.56,0.93,26.54,48.02,18.21,7.79,1.78,19.96,11.11,63.4,17.08,9.64,11.87,48.61,19.83,49.28,27.83,50.28,53.83,44.46,5.98,5.56,9.19,36.81,65.97,16.85,15.89,59.05,11.42,33.55,2.42,30.26,46.91,78.04,2.97,18.84,52.67,3.31,25.19,23.39,23.9,21.69,9.56,42.15,65.38,46.81,83871
ENSG00000179085,DPM3,ER glycosylation,Expressed in all,,Expressed in all,,50.08,17.53,28.28,17.07,40.45,45.81,27.43,24.84,52.38,32.47,42.66,30.26,25.01,15.78,37.21,34.61,25.77,28.58,19.8,42.08,13.8,45.03,16.75,15.84,35.47,16.18,41.43,40.19,21.52,47.2,10.47,32.6,18.16,42.22,17,23.01,9.45,13.59,15.6,23.49,30.23,32.03,14.34,27.07,13.77,28.85,21.44,19.79,21.77,27.69,19.89,50.41,29.1,9.93,17.67,23.35,31.64,25.43,27.1,29.99,31.09,23.77,54344
ENSG00000077232,DNAJC10,ERAD,Expressed in all,,Expressed in all,,12.61,21.77,3.29,11.31,16.85,11.75,39.56,11.8,31.45,13.65,27.9,9.6,15.9,4.28,14.11,26.13,19.71,3.85,16.32,21.52,23.09,9.16,2.33,7.3,14.01,24.31,16.42,18.93,22.42,37.77,32.52,21.14,15.66,10.07,23.23,12.89,2.55,10.12,11.8,18.95,21.61,12.68,7.68,23.34,9.86,10.3,9.32,19.32,25.52,17.92,16.35,24.48,16.5,5.29,8.07,15.5,15.25,14.32,34.83,22.38,23.35,15.67,54431
ENSG00000220205,VAMP2,Post-Golgi trafficking,Expressed in all,,Not detected,,81.54,40.52,81.23,241.65,33.53,29.69,67.74,25.13,74.37,44.86,37.88,32.55,44.82,10.49,54.59,57.17,105.27,13.87,33.82,58.14,43.47,25.28,23.73,50.1,36.27,59.5,70.74,34.98,42.77,53.48,55.33,30.38,0.01,0.02,0.02,0,0,0.04,0.02,0.03,0.03,0,0.01,0,0,0.02,0.03,0,0.03,0.04,0,0.01,0.01,0.01,0.01,0.02,0.02,0,0.05,0.02,0.02,0.02,6844
ENSG00000177606,JUN,Trafficking regulation,Expressed in all,,Expressed in all,,63.21,27.09,123.89,30.71,54.96,26.46,80.97,66.73,130.67,151.74,90.37,16.07,46.51,50.43,69.28,38.56,112.71,20.27,26.61,150.48,39.83,86.58,27.89,5.71,47.15,84.72,74.85,57.81,17.37,128.02,4.08,52.23,196.43,38.87,114.53,149.2,32.27,66.23,37.6,288.9,144.76,99.46,62.58,406.29,52.43,39.31,91.06,161.12,136.27,183.04,82.53,66.9,78.62,43.88,139.61,85.97,26.98,203.41,19.85,98.69,113.55,129.5,3725
ENSG00000112685,EXOC2,Post-Golgi trafficking,Expressed in all,,Expressed in all,,6.87,10,3.18,9.84,7.08,6.37,7.76,9.71,6.56,5.9,8.46,6.06,6.74,3.55,9.87,11.43,6.5,1.44,12.56,6.64,8.12,3.74,1.63,7.82,6.94,7.62,10.23,6.19,15.84,13.2,11.19,10.83,7.76,6.3,5.92,6.96,2.78,6.8,6.72,8.74,8.18,5.82,6.66,5.42,3.89,4.53,3.46,7.34,8.12,5.06,2.92,7.39,5.97,4.16,7.1,7.34,7.87,5.88,12.5,7.64,6.44,7.09,55770
ENSG00000182247,UBE2E2,ERAD,Expressed in all,,Expressed in all,,22.23,21.53,10.37,48.61,18,14.23,59.64,116.75,79.82,43.47,121.95,106.57,57.31,22.42,46.81,104.28,59.25,8.5,30.24,43.73,29.38,13.87,2.81,61.77,7.65,106.47,31.22,8.02,68.26,138.41,76.2,127.21,9.56,4.05,11.34,6.68,1.49,8.32,10.18,7.67,9.61,2.76,6.57,6.54,5.14,7.33,3.31,7.61,13.25,6.9,1.73,7.09,7.07,3.48,7.43,4.05,6.25,4.62,8.75,5.69,7.76,8.54,7325
ENSG00000157020,SEC13,COPII,Expressed in all,,Expressed in all,,39.85,48.93,27.98,26.92,51.44,78.06,41.43,48.26,56.31,36.83,44.33,33.86,38.2,22.6,38.63,42.61,37.03,16.92,59.77,44.45,51.59,43.47,25.81,28.69,66.58,60.33,31.78,46.65,32.58,49.04,51.71,58.25,27.82,35.27,28.95,23.55,15.34,17.94,17.6,28.74,37.35,35.83,28.65,33.19,19.7,28.11,25.64,35.84,30.84,27.78,23.53,72.05,33.38,23.63,31.38,39.36,34.07,30.37,27.83,33.77,35.16,34.97,6396
ENSG00000099940,SNAP29,Post-Golgi trafficking,Expressed in all,,Expressed in all,,11.73,12.93,9.21,12.73,15.78,11.17,11.91,13.97,12.4,11.85,12.69,9.51,12,12.55,10.42,13.94,10.41,3.91,15.55,11.91,14.66,6.56,5.72,7.64,11.39,14.93,12.49,12.41,40.5,9.39,16.07,13.28,9.33,9.37,7.66,9.42,6.5,7.43,6.97,8.21,8.3,8.61,7.76,8.67,6.68,6.8,7.53,7.52,7.85,7.36,4.42,4.54,7.89,8.87,9.86,7.75,9.47,8.67,17.47,6.66,8.32,7.05,9342
ENSG00000108239,TBC1D12,Trafficking regulation,Expressed in all,,Mixed,,3.12,3.21,0.62,9.28,5.26,3.82,4.13,2.98,3.31,3.93,3.94,1.91,3.19,1.22,3.24,2.37,3.47,1.09,4.05,3.75,6.2,1.34,0.79,3.18,4.33,3.99,3.58,2.41,9.19,2.98,2.45,4.54,4.13,2.42,3.38,3.13,0.27,4.71,6.35,4.27,3.52,3.74,1.72,2.95,1.39,1.99,1.4,3.58,4.73,2.68,1.79,1.76,3.29,1.54,3.25,2.99,3.75,2.23,5.51,2.9,3.04,2.92,23232
ENSG00000167881,SRP68,Translocation,Expressed in all,,Expressed in all,,25.47,27.86,15.38,28.31,26.69,20.17,33.35,36.2,36.76,24.3,23.03,19.7,24.54,15.2,27.71,29.84,35.21,10.47,33.35,31.24,28.66,19.75,19.44,29.53,17.73,35.96,23.86,22.06,26.38,42.1,42.98,29.68,29.21,28.01,29.27,33.3,10.17,31.31,22.64,30.5,32.78,25.96,34.68,30.93,20.28,20.62,18.99,29.82,33.74,31.14,28.79,38.92,29.16,38.12,39.22,26.93,27.99,27.36,25.49,32.34,31.6,29.9,6730
ENSG00000105669,COPE,COPI,Expressed in all,,Expressed in all,,58.55,66.56,80.47,47.89,58.41,64.2,32.45,57.91,56.38,40.32,44.12,40.19,33.41,18.45,50.2,72.72,28.78,21.88,62.8,52.36,28.61,68.76,19.5,40.58,61.78,33.8,64.97,64.31,64.12,65.37,45.06,58.66,34.4,64.96,33.61,34.94,69.48,30.93,41.59,38.89,47.29,51.18,49.38,42.36,29.69,49.59,47.49,45.15,38.37,34.92,34.75,77.82,63.87,20.05,45.63,49.81,72.84,45.3,139.22,53.31,42.64,47.37,11316
ENSG00000044574,HSPA5,Protein folding,Expressed in all,,Expressed in all,,112.79,187.07,370.1,62.64,123.93,93.93,136.88,78.52,147.5,100.96,107.21,85.41,87.52,100.67,103.16,100.82,94.27,29.02,236.43,155.1,131.92,76.62,14.75,54.91,100.77,138.58,77.61,105.34,138.74,569.14,125.72,128.91,106.06,163.17,130.8,62.21,119.43,53.02,66.38,126.6,121.37,98.15,98.94,133.5,143.9,73.18,190.93,167.5,87.93,101.98,122.97,159.55,102.7,38.5,80.89,93.76,119.05,96.78,124.34,269.03,96.37,99.06,3309
ENSG00000109332,UBE2D3,ERAD,Expressed in all,,Expressed in all,,104.18,101.72,138.48,66.04,85.56,78.62,84.28,82.43,93.28,78.18,89.39,53.14,96.49,68.13,81.28,103.29,75.49,20.43,81.15,78.46,86.07,37.42,41.84,60.82,82.46,75.46,79.84,70.98,80.15,98.49,108.37,96.55,51.35,59.01,43.25,44.71,50.59,38.12,31.31,51.26,51.18,41.08,40.57,48.78,34.76,38.93,35.72,55.98,45.91,47.2,27.51,43.52,45.1,49.03,43.38,43.14,49.57,37.76,35.71,48.14,42.17,45.71,7323
ENSG00000140612,SEC11A,Translocation,Expressed in all,,Expressed in all,,96.3,57.04,68.31,33.42,68.73,47.41,74.62,48.47,73.02,79.14,66.06,45.74,76.58,42.06,70.43,66.73,103.77,24.21,69.14,63.42,68.84,36.73,37.02,34.82,48.47,53.95,57.53,56.57,46.55,124.43,53.57,91.09,60.67,55.81,39.41,42.57,20.55,10.73,17.1,55.83,59.56,39.55,29.43,43.25,22.69,42.58,24.96,46.21,49.23,56.46,30.02,45.23,36.21,29.86,31.05,32.47,37.29,34.7,32.79,52.08,44.22,48,23478
ENSG00000213593,TMX2,Protein folding,Expressed in all,,Expressed in all,,38.98,25.48,8.91,33.76,43.71,29.41,23.2,26.29,30.73,25.61,23.37,19.05,37.42,17.08,22.7,17.45,19.26,8.77,25.48,38.93,51.41,17.01,4.97,17.43,31.67,26.77,18.14,21.45,22.35,34.61,29.34,26.28,36.34,56.91,30.15,33.82,11.95,47.98,43.52,42.79,42.29,59.06,37.87,43.62,34.8,43.31,35.33,42.98,51.12,41.24,25.94,42.09,48.5,19.85,38.82,44.03,40.21,41.41,35.98,52.75,38.76,39.76,51075
ENSG00000108262,GIT1,Trafficking regulation,Expressed in all,,Expressed in all,,8.81,14.35,6.95,37.83,9.49,11.67,12.13,15.17,20.6,13.81,13.56,9.25,6.09,1.98,18.82,16.13,14.23,3.98,17.84,9.6,8.09,8.18,3.91,21.38,11.61,9.66,15.79,9.85,64.84,14.9,10.91,14.93,21.99,10.69,12.48,16.62,8.62,35.91,53.16,22.13,20.08,14.48,17.9,20.07,12.3,13.56,3.99,27.15,54.59,18.4,9.59,22.96,20.42,12.39,25.88,17.48,21.64,13.5,100.65,21.71,20.22,20.31,28964
ENSG00000136240,KDELR2,COPI,Expressed in all,,Expressed in all,,58.83,61.53,12.01,23.21,110.07,89.45,78.46,48.21,69.93,60.6,82.32,29.23,57.94,81.46,55.66,31.06,53.14,14.94,112.85,103.04,119.06,48.33,9.52,37.4,92.25,88.26,32.53,114.58,64.63,89.37,43.67,75.76,58.51,53.3,59.89,40.2,11.02,19.96,17.48,54.21,70.9,70.83,39,61.35,29.85,40.26,96.07,67.36,50.52,46.35,44.55,66.58,62.44,15.91,39.46,55.45,37.89,61.93,53.45,68.66,59.83,61.04,11014
ENSG00000164823,OSGIN2,Trafficking regulation,Expressed in all,,Expressed in all,,6.22,7.52,23.55,13.85,6.08,5.44,13.02,5.66,5.55,11.95,13.23,6.22,10.88,6.53,12.32,8.33,12.34,1.37,5.55,7.6,6.9,3.22,3.6,2.44,4.68,15.21,6.19,4.39,22.74,10.67,7.43,9.07,7.97,3.36,5.27,3.51,4.05,4.41,5.28,5.77,4.66,4.02,1.88,5,2.96,3.86,3.35,7.53,13.84,6.39,1.57,7.5,4.41,3.6,3.43,4.82,3.22,3.04,11.26,4.9,8.27,3.38,734
ENSG00000170142,UBE2E1,ERAD,Expressed in all,,Expressed in all,,45.26,54.62,54.71,66.65,63.19,35.83,82.63,114.5,101.92,53.36,103.36,52.97,65.99,34.02,65.25,119.99,78.52,12.63,74.18,76.44,88.95,30.01,21.87,65.42,37.34,98.4,51.05,41.22,61.73,97.88,132.38,125.74,22.77,16.24,19.8,26.1,7.01,24.79,24.26,25.74,26.1,19.63,27.07,21.25,13.7,16.29,8.53,24.89,27.5,20.88,8.77,15.34,24.61,17.27,23.03,17.52,21.48,18.3,19.22,21.89,21.98,27,7324
ENSG00000132842,AP3B1,Post-Golgi trafficking,Expressed in all,,Expressed in all,,15.44,18.86,10.68,8.57,19.75,14.98,15.65,17.33,17.14,13.09,16.51,7.48,22.92,5.32,12.58,19.75,10.3,3.74,14.72,17.04,24.24,11.37,2.13,13.91,15.13,17.73,13.62,14.43,14.14,24.42,21.82,20.16,8.02,8.04,7.49,7.99,4.93,2.83,4.67,7.82,7.17,8.56,8.74,6.89,4.31,7.51,2.54,7.54,7.64,4.74,4.51,13.24,6.03,3.33,7.19,7.26,7.03,7.07,6.08,10.4,7.08,7.63,8546
ENSG00000114902,SPCS1,Translocation,Expressed in all,,Expressed in all,,92.18,70.86,42.16,65.09,106.31,92.28,69.24,60.02,87.48,60.7,67.45,50.42,115.47,63.88,61.39,79.7,57.28,56.69,66.37,111.39,88.07,85.94,27.58,51.85,83.09,59.07,68.46,97.4,120.34,115.64,93.45,95.48,54.23,101.12,62.46,72.51,42.84,34.87,60.4,66.99,71.7,72.7,58.75,69.44,44.53,72.63,60.51,59.79,64.15,60.89,77.3,105.21,67.92,39.74,64.85,66.71,70.08,82.51,138.48,81.44,64.18,61.6,28972
ENSG00000162065,TBC1D24,Trafficking regulation,Expressed in all,,Expressed in all,,3.17,2.38,1.67,13.85,1.77,2.22,2.2,2.06,4.59,4.08,2.44,1.87,5.18,2.58,5.11,2.42,1.29,3.17,2.4,4.04,1.79,12.32,1.58,2.4,1.44,2.25,2.73,2.42,2.15,3.9,2.51,2.83,2.97,2.93,1.35,2.5,0.74,22.25,7.42,5.95,3.01,2.35,1.42,2.58,2.12,6.46,4.47,5.9,2.96,1.4,5.38,8.98,4.33,1.91,2.91,2.51,3.02,3.04,2.09,6.51,2.44,2.24,57465
ENSG00000173848,NET1,Trafficking regulation,Expressed in all,,Expressed in all,,9.36,22.07,21,15.91,76.82,44.04,40.3,57.37,48.89,34.84,35.84,7.47,37.15,16.01,20.43,23.38,24.25,8.51,51.02,37.76,74.32,44.51,4.12,21.97,59.42,32.06,6.79,54.33,15.36,22.09,28.16,41.97,20.68,4.04,46.11,29.62,0.94,10.66,11.87,32.32,22.07,47.97,33.91,22.34,3.47,10.89,9.18,10.33,23.05,15.48,12.08,4.82,17.84,8.39,23.06,25.04,3.66,23.64,8.78,16.21,19.41,41.02,10276
ENSG00000135604,STX11,Post-Golgi trafficking,Enhanced,bonemarrow,Enhanced,blood,3.08,10.07,80.41,0.55,2.22,1.36,0.74,2.72,1.46,20.49,3.99,2.21,1.1,1.99,18.52,8.44,0.37,0.28,4.68,0.68,1.22,0.44,0.36,1.77,2.13,2.47,14.73,2.08,1.29,4.15,4.68,3.91,14.05,3.18,3.18,1.67,34.46,0.21,0.74,5.56,1.04,1.46,3.1,2.73,3.08,1.31,1.36,15.24,2.81,0.54,0.59,2.04,1.09,0.84,4.89,2.4,11.46,1.27,1.26,6.29,1.01,2.1,8676
ENSG00000151948,GLT1D1,Golgi glycosylation,Enhanced,"bonemarrow,testis",Enhanced,blood,0.22,5.83,13.53,10.92,0.29,0.09,3.32,0.4,1.53,1.71,1.63,0.13,0.52,8.91,1.47,0.27,0.15,0.12,0.4,0.87,0.27,0.04,2.21,0.5,0.2,2.59,3.11,0.14,14.52,1.76,0.38,1.21,0.37,0.08,0.25,0.06,66.18,6.71,7.81,0.17,1.17,0.19,0.23,2.61,0.21,0.27,9.8,2.41,0.09,0.13,0.12,1.04,0.4,2.09,0.6,0.3,8.74,0.25,16.04,0.52,1.73,0.54,144423
ENSG00000059915,PSD,Trafficking regulation,Enhanced,brain,Enhanced,"brain.cerebrum,pituitary",4.42,1.67,0.14,35.65,2.78,2.04,12.48,0.15,6.5,0.1,4.62,0.22,0.19,0.1,0.57,0.48,1.99,0.66,0.49,0.66,1.52,0.19,0.02,0.6,1.93,8.66,0.37,2.09,3.08,0.19,0.21,5.95,0.24,1.19,0.13,33.84,0.29,22.19,85.35,1.21,14.1,17.98,0.51,17.43,0.45,0.95,0.61,0.57,0.66,6.06,1.53,70.74,1.89,0.1,0.82,22.63,0.74,15.76,8.82,0.53,29.05,6.63,5662
ENSG00000167964,RAB26,Post-Golgi trafficking,Enhanced,brain,Enhanced,"pituitary,brain.cerebellum",0.48,0,0.13,10.33,2.97,5.33,0.05,0.83,0.72,0.13,0.81,0.52,0.23,7.48,0.3,0.32,0.14,6.09,0.04,1.96,3.68,9.97,0.21,0.97,4.55,0.13,0.47,4.23,0.33,0.86,0.69,0.1,0.11,0.66,0.08,1.25,0.06,93.28,17.77,1.4,1.09,7.11,0.86,0.2,0.43,0.89,9.07,0.27,0.12,0.13,12.51,43.77,3.92,0.25,1.31,4.84,0.62,6.8,1.11,1.39,0.15,0.51,25837
ENSG00000155961,RAB39B,Post-Golgi trafficking,Enhanced,brain,Group enriched,"brain.cerebellum,brain.cerebrum,pituitary",1.62,2.64,0.43,9.94,0.53,0.41,0.3,0.31,0.57,0.2,0.62,0.2,0.6,0.12,0.52,4.42,0.36,0.55,0.09,1.79,0.54,0.21,0.01,0.06,0.75,0.22,2.57,1.06,0.93,2.36,4.89,1.14,0.1,0.58,0.24,0.23,0.8,8.79,6.61,0.28,0.14,0.31,0.09,0.17,0.14,0.27,0.07,0.52,0.28,0.14,0.65,7.45,0.68,0.02,0.07,1.03,1.49,0.3,0.68,0.62,0.16,0.25,116442
ENSG00000124313,IQSEC2,Trafficking regulation,Enhanced,brain,Expressed in all,,3.93,2.32,0.36,14.1,2.55,3.17,2.65,2.57,4.95,2.39,2.56,0.89,2.12,0.25,3.13,1.33,1.41,1.36,1.6,2.61,2.44,1.6,0.66,3.08,3.98,2.96,2.03,1.93,3.7,2.23,1.37,2.41,2.87,5.64,3.2,4.61,0.99,23.61,12.88,3.86,3.84,4.52,2.95,3.93,1.53,4.95,0.53,3.4,3.28,2.56,2.67,6.95,5.26,6.62,3.51,3.71,2.48,2.79,6.5,3.49,4.17,4.13,23096
ENSG00000120645,IQSEC3,Trafficking regulation,Enhanced,brain,Group enriched,"brain.cerebellum,brain.cerebrum,pituitary",0.63,0.43,0.37,7.8,0.28,0.3,1.27,0.29,3.56,2.61,1.43,0.64,1.2,0.05,1.53,0.35,1.21,0.21,0.29,0.8,0.18,0.09,0.2,0.14,0.35,1.13,0.31,0.36,0.84,0.13,0.16,0.91,1.06,0.18,0.45,0.77,0.11,44.04,14.17,0.92,1.89,0.26,0.17,1.73,0.52,2.07,0.12,1.45,0.84,1.3,0.31,9.33,1.05,0.16,0.15,0.46,0.41,0.39,2.21,0.5,2.12,1.92,440073
ENSG00000134594,RAB33A,Post-Golgi trafficking,Enhanced,brain,Enhanced,"brain.cerebrum,brain.cerebellum",0.72,2.5,2.36,15.6,0.54,0.5,0.73,0.31,0.89,0.48,1.75,2.89,0.18,0.19,0.52,6.66,0.89,0,1.02,0.17,0.57,0.19,0.02,0.07,0.55,0.43,1.62,0.99,0.46,0.14,7.02,1.64,1.61,1.01,1.2,0.89,4.59,14.96,10.5,1.25,2.51,0.56,0.23,1.29,2.76,0.36,0.38,1.22,0.32,0.96,0.1,2,0.37,0.06,0.85,1.77,2.23,0.36,0.61,0.43,1.38,0.73,9363
ENSG00000065665,SEC61A2,Translocation,Enhanced,brain,Expressed in all,,3.19,3.44,3.55,22.18,1.62,2.05,4.14,1.42,2.28,1.93,2.36,5.82,1.61,2.32,2.41,2.92,2.71,0.44,2.01,3.18,2.31,1.05,1.98,3.09,1.16,4.39,2.22,1.62,13.28,2.86,2.59,1.85,1.77,1.92,2.05,2.75,1.75,9.68,8.17,2.88,3.6,1.66,1.29,2.95,2.49,1.39,1.81,2.16,3.7,3.38,0.99,4.87,2.96,1.87,1.81,2.44,2.3,1.76,13.95,2.74,3.59,2.99,55176
ENSG00000131242,RAB11FIP4,Trafficking regulation,Enhanced,brain,Enhanced,brain.cerebrum,0.96,6.84,7.65,33.97,8.54,9.82,1.09,3.7,7.88,0.57,3.17,1.37,5.07,1.2,5.44,10.12,1.98,3.77,11.37,2.17,6.02,3.63,0.16,5.84,10.71,0.75,6.53,10.92,23.21,4.56,8.99,4.32,0.24,0.25,0.11,1.86,6.03,17.87,24.7,2.36,0.59,4.7,2.64,0.99,0.74,3.97,0.81,2.11,0.94,0.89,5.87,2.66,1.66,0.06,4.17,5.25,3.74,5.01,12.99,2.82,0.36,1.03,84440
ENSG00000156011,PSD3,Trafficking regulation,Enhanced,brain,Enhanced,brain.cerebellum,15.65,3.14,0.52,43.83,6.11,3.92,9.21,5.08,3.11,1.9,7.81,15.58,1.4,8.11,3.77,2.53,16.14,2.31,5.59,3.61,6.81,0.84,0.17,3.25,3.88,5.59,8.59,6.55,22.87,6.98,3.43,8.6,1.2,9.66,1.04,2.42,0.06,50.61,16.02,1.72,4.38,2.3,2.46,1.2,6.48,0.95,2.82,1.63,2.48,9.33,1.66,5.76,2.47,0.21,1.71,2.1,3.61,3.34,5.99,1.6,3.61,2.69,23362
